origin_date,target,target_end_date,horizon,location,output_type,output_type_id,value
2025-02-19,ILI incidence,2025-03-09,4,GR,quantile,0.85,871.7650160491652
2025-02-19,ILI incidence,2025-03-09,4,GR,quantile,0.9,876.2651590349254
2025-02-19,ILI incidence,2025-03-09,4,GR,quantile,0.95,882.9777662862565
2025-02-19,ILI incidence,2025-03-09,4,GR,quantile,0.975,888.8415330726081
2025-02-19,ILI incidence,2025-03-09,4,GR,quantile,0.99,895.7083519804614
2025-02-19,ILI incidence,2025-02-16,1,HU,quantile,0.01,709.6296143939257
2025-02-19,ILI incidence,2025-02-16,1,HU,quantile,0.025,716.4685087473667
2025-02-19,ILI incidence,2025-02-16,1,HU,quantile,0.05,722.4029558212629
2025-02-19,ILI incidence,2025-02-16,1,HU,quantile,0.1,729.3059394481596
2025-02-19,ILI incidence,2025-02-16,1,HU,quantile,0.15,734.0005253870976
2025-02-19,ILI incidence,2025-02-16,1,HU,quantile,0.2,737.7531473145468
2025-02-19,ILI incidence,2025-02-16,1,HU,quantile,0.25,740.9878284001775
2025-02-19,ILI incidence,2025-02-16,1,HU,quantile,0.3,743.9047407734772
2025-02-19,ILI incidence,2025-02-16,1,HU,quantile,0.35,746.6179299903307
2025-02-19,ILI incidence,2025-02-16,1,HU,quantile,0.4,749.2016184524509
2025-02-19,ILI incidence,2025-02-16,1,HU,quantile,0.45,751.7098651572485
2025-02-19,ILI incidence,2025-02-16,1,HU,quantile,0.5,754.1865321764603
2025-02-19,ILI incidence,2025-02-16,1,HU,quantile,0.55,756.6713482578912
2025-02-19,ILI incidence,2025-02-16,1,HU,quantile,0.6,759.2045694824836
2025-02-19,ILI incidence,2025-02-16,1,HU,quantile,0.65,761.8317560389221
2025-02-19,ILI incidence,2025-02-16,1,HU,quantile,0.7,764.6102413692869
2025-02-19,ILI incidence,2025-02-16,1,HU,quantile,0.75,767.6200184851597
2025-02-19,ILI incidence,2025-02-16,1,HU,quantile,0.8,770.9854737050377
2025-02-19,ILI incidence,2025-02-16,1,HU,quantile,0.85,774.9269261479078
2025-02-19,ILI incidence,2025-02-16,1,HU,quantile,0.9,779.9147749936805
2025-02-19,ILI incidence,2025-02-16,1,HU,quantile,0.95,787.3665580730891
2025-02-19,ILI incidence,2025-02-16,1,HU,quantile,0.975,793.8874291032095
2025-02-19,ILI incidence,2025-02-16,1,HU,quantile,0.99,801.5371963524277
2025-02-19,ILI incidence,2025-02-23,2,HU,quantile,0.01,593.9798138248495
2025-02-19,ILI incidence,2025-02-23,2,HU,quantile,0.025,599.7510317689415
2025-02-19,ILI incidence,2025-02-23,2,HU,quantile,0.05,604.7593543677928
2025-02-19,ILI incidence,2025-02-23,2,HU,quantile,0.1,610.5854714316741
2025-02-19,ILI incidence,2025-02-23,2,HU,quantile,0.15,614.5479491881968
2025-02-19,ILI incidence,2025-02-23,2,HU,quantile,0.2,617.7155030954184
2025-02-19,ILI incidence,2025-02-23,2,HU,quantile,0.25,620.445969563916
2025-02-19,ILI incidence,2025-02-23,2,HU,quantile,0.3,622.9082807545726
2025-02-19,ILI incidence,2025-02-23,2,HU,quantile,0.35,625.1986872297203
2025-02-19,ILI incidence,2025-02-23,2,HU,quantile,0.4,627.3798332498399
2025-02-19,ILI incidence,2025-02-23,2,HU,quantile,0.45,629.4973480345501
2025-02-19,ILI incidence,2025-02-23,2,HU,quantile,0.5,631.5882570995408
2025-02-19,ILI incidence,2025-02-23,2,HU,quantile,0.55,633.6861002154543
2025-02-19,ILI incidence,2025-02-23,2,HU,quantile,0.6,635.8248658628266
2025-02-19,ILI incidence,2025-02-23,2,HU,quantile,0.65,638.0430244920545
2025-02-19,ILI incidence,2025-02-23,2,HU,quantile,0.7,640.3889915618047
2025-02-19,ILI incidence,2025-02-23,2,HU,quantile,0.75,642.930321570904
2025-02-19,ILI incidence,2025-02-23,2,HU,quantile,0.8,645.7720640879443
2025-02-19,ILI incidence,2025-02-23,2,HU,quantile,0.85,649.1002944579511
2025-02-19,ILI incidence,2025-02-23,2,HU,quantile,0.9,653.312310728168
2025-02-19,ILI incidence,2025-02-23,2,HU,quantile,0.95,659.6054040021787
2025-02-19,ILI incidence,2025-02-23,2,HU,quantile,0.975,665.1127186780191
2025-02-19,ILI incidence,2025-02-23,2,HU,quantile,0.99,671.5739154875534
2025-02-19,ILI incidence,2025-03-02,3,HU,quantile,0.01,484.418125768447
2025-02-19,ILI incidence,2025-03-02,3,HU,quantile,0.025,489.1641622447944
2025-02-19,ILI incidence,2025-03-02,3,HU,quantile,0.05,493.2831151707751
2025-02-19,ILI incidence,2025-03-02,3,HU,quantile,0.1,498.0749799111758
2025-02-19,ILI incidence,2025-03-02,3,HU,quantile,0.15,501.3342458126699
2025-02-19,ILI incidence,2025-03-02,3,HU,quantile,0.2,503.93978099365535
2025-02-19,ILI incidence,2025-03-02,3,HU,quantile,0.25,506.18586609386455
2025-02-19,ILI incidence,2025-03-02,3,HU,quantile,0.3,508.2114335039063
2025-02-19,ILI incidence,2025-03-02,3,HU,quantile,0.35,510.0956441541837
2025-02-19,ILI incidence,2025-03-02,3,HU,quantile,0.4,511.8900221694511
2025-02-19,ILI incidence,2025-03-02,3,HU,quantile,0.45,513.632099541774
2025-02-19,ILI incidence,2025-03-02,3,HU,quantile,0.5,515.3523339784023
2025-02-19,ILI incidence,2025-03-02,3,HU,quantile,0.55,517.0783185548287
2025-02-19,ILI incidence,2025-03-02,3,HU,quantile,0.6,518.8380184453196
2025-02-19,ILI incidence,2025-03-02,3,HU,quantile,0.65,520.6630895889842
2025-02-19,ILI incidence,2025-03-02,3,HU,quantile,0.7,522.5933745052058
2025-02-19,ILI incidence,2025-03-02,3,HU,quantile,0.75,524.6844692032494
2025-02-19,ILI incidence,2025-03-02,3,HU,quantile,0.8,527.0228313171737
2025-02-19,ILI incidence,2025-03-02,3,HU,quantile,0.85,529.7616094809732
2025-02-19,ILI incidence,2025-03-02,3,HU,quantile,0.9,533.2278085196655
2025-02-19,ILI incidence,2025-03-02,3,HU,quantile,0.95,538.4069200863279
2025-02-19,ILI incidence,2025-03-02,3,HU,quantile,0.975,542.9396703012941
2025-02-19,ILI incidence,2025-03-02,3,HU,quantile,0.99,548.2578843916632
2025-02-19,ILI incidence,2025-03-09,4,HU,quantile,0.01,433.5528626514547
2025-02-19,ILI incidence,2025-03-09,4,HU,quantile,0.025,438.1854609453377
2025-02-19,ILI incidence,2025-03-09,4,HU,quantile,0.05,442.2092343479009
2025-02-19,ILI incidence,2025-03-09,4,HU,quantile,0.1,446.89416232238125
2025-02-19,ILI incidence,2025-03-09,4,HU,quantile,0.15,450.08300663041877
2025-02-19,ILI incidence,2025-03-09,4,HU,quantile,0.2,452.6335834886127
2025-02-19,ILI incidence,2025-03-09,4,HU,quantile,0.25,454.83324188922273
2025-02-19,ILI incidence,2025-03-09,4,HU,quantile,0.3,456.8176917450092
2025-02-19,ILI incidence,2025-03-09,4,HU,quantile,0.35,458.6642913721854
2025-02-19,ILI incidence,2025-03-09,4,HU,quantile,0.4,460.42342043523144
2025-02-19,ILI incidence,2025-03-09,4,HU,quantile,0.45,462.13180553673726
2025-02-19,ILI incidence,2025-03-09,4,HU,quantile,0.5,463.81928025331064
2025-02-19,ILI incidence,2025-03-09,4,HU,quantile,0.55,465.51290348070756
2025-02-19,ILI incidence,2025-03-09,4,HU,quantile,0.6,467.240132005898
2025-02-19,ILI incidence,2025-03-09,4,HU,quantile,0.65,469.0320806957499
2025-02-19,ILI incidence,2025-03-09,4,HU,quantile,0.7,470.9279468464557
2025-02-19,ILI incidence,2025-03-09,4,HU,quantile,0.75,472.9824642883597
2025-02-19,ILI incidence,2025-03-09,4,HU,quantile,0.8,475.2807939254552
2025-02-19,ILI incidence,2025-03-09,4,HU,quantile,0.85,477.9738476497863
2025-02-19,ILI incidence,2025-03-09,4,HU,quantile,0.9,481.383968067202
2025-02-19,ILI incidence,2025-03-09,4,HU,quantile,0.95,486.48299121766485
2025-02-19,ILI incidence,2025-03-09,4,HU,quantile,0.975,490.9492617768984
2025-02-19,ILI incidence,2025-03-09,4,HU,quantile,0.99,496.19374065773974
2025-02-19,ILI incidence,2025-02-16,1,IE,quantile,0.01,15.283862744991975
2025-02-19,ILI incidence,2025-02-16,1,IE,quantile,0.025,15.443099871977413
2025-02-19,ILI incidence,2025-02-16,1,IE,quantile,0.05,15.58129754701691
2025-02-19,ILI incidence,2025-02-16,1,IE,quantile,0.1,15.742072763460204
2025-02-19,ILI incidence,2025-02-16,1,IE,quantile,0.15,15.85142682612387
2025-02-19,ILI incidence,2025-02-16,1,IE,quantile,0.2,15.93884716552622
2025-02-19,ILI incidence,2025-02-16,1,IE,quantile,0.25,16.014207375016202
2025-02-19,ILI incidence,2025-02-16,1,IE,quantile,0.3,16.082168865055724
2025-02-19,ILI incidence,2025-02-16,1,IE,quantile,0.35,16.145387617303253
2025-02-19,ILI incidence,2025-02-16,1,IE,quantile,0.4,16.205592354156394
2025-02-19,ILI incidence,2025-02-16,1,IE,quantile,0.45,16.26404233983238
2025-02-19,ILI incidence,2025-02-16,1,IE,quantile,0.5,16.321759485720154
2025-02-19,ILI incidence,2025-02-16,1,IE,quantile,0.55,16.37966959156851
2025-02-19,ILI incidence,2025-02-16,1,IE,quantile,0.6,16.438710943808566
2025-02-19,ILI incidence,2025-02-16,1,IE,quantile,0.65,16.499945663423212
2025-02-19,ILI incidence,2025-02-16,1,IE,quantile,0.7,16.564710550012308
2025-02-19,ILI incidence,2025-02-16,1,IE,quantile,0.75,16.634870967995965
2025-02-19,ILI incidence,2025-02-16,1,IE,quantile,0.8,16.71332775773439
2025-02-19,ILI incidence,2025-02-16,1,IE,quantile,0.85,16.805219390443238
2025-02-19,ILI incidence,2025-02-16,1,IE,quantile,0.9,16.921517599420824
2025-02-19,ILI incidence,2025-02-16,1,IE,quantile,0.95,17.095287828371188
2025-02-19,ILI incidence,2025-02-16,1,IE,quantile,0.975,17.24737148209351
2025-02-19,ILI incidence,2025-02-16,1,IE,quantile,0.99,17.425809427398484
2025-02-19,ILI incidence,2025-02-23,2,IE,quantile,0.01,11.863066854414022
2025-02-19,ILI incidence,2025-02-23,2,IE,quantile,0.025,11.989847903643406
2025-02-19,ILI incidence,2025-02-23,2,IE,quantile,0.05,12.099885650006259
2025-02-19,ILI incidence,2025-02-23,2,IE,quantile,0.1,12.227909495803617
2025-02-19,ILI incidence,2025-02-23,2,IE,quantile,0.15,12.314992680798797
2025-02-19,ILI incidence,2025-02-23,2,IE,quantile,0.2,12.384612332288238
2025-02-19,ILI incidence,2025-02-23,2,IE,quantile,0.25,12.44462983059055
2025-02-19,ILI incidence,2025-02-23,2,IE,quantile,0.3,12.498756722417122
2025-02-19,ILI incidence,2025-02-23,2,IE,quantile,0.35,12.549107855514878
2025-02-19,ILI incidence,2025-02-23,2,IE,quantile,0.4,12.597059808529297
2025-02-19,ILI incidence,2025-02-23,2,IE,quantile,0.45,12.643615398918833
2025-02-19,ILI incidence,2025-02-23,2,IE,quantile,0.5,12.689588498101516
2025-02-19,ILI incidence,2025-02-23,2,IE,quantile,0.55,12.735716506799506
2025-02-19,ILI incidence,2025-02-23,2,IE,quantile,0.6,12.782746850153309
2025-02-19,ILI incidence,2025-02-23,2,IE,quantile,0.65,12.83152568019998
2025-02-19,ILI incidence,2025-02-23,2,IE,quantile,0.7,12.883118060505067
2025-02-19,ILI incidence,2025-02-23,2,IE,quantile,0.75,12.93901026720359
2025-02-19,ILI incidence,2025-02-23,2,IE,quantile,0.8,13.0015137229839
2025-02-19,ILI incidence,2025-02-23,2,IE,quantile,0.85,13.074722963806426
2025-02-19,ILI incidence,2025-02-23,2,IE,quantile,0.9,13.167380968761925
2025-02-19,ILI incidence,2025-02-23,2,IE,quantile,0.95,13.305837337386514
2025-02-19,ILI incidence,2025-02-23,2,IE,quantile,0.975,13.42702290569467
2025-02-19,ILI incidence,2025-02-23,2,IE,quantile,0.99,13.56921862946273
2025-02-19,ILI incidence,2025-03-02,3,IE,quantile,0.01,9.524024694957406
2025-02-19,ILI incidence,2025-03-02,3,IE,quantile,0.025,9.628578966326664
2025-02-19,ILI incidence,2025-03-02,3,IE,quantile,0.05,9.719331876100874
2025-02-19,ILI incidence,2025-03-02,3,IE,quantile,0.1,9.824926314666119
2025-02-19,ILI incidence,2025-03-02,3,IE,quantile,0.15,9.896757417656334
2025-02-19,ILI incidence,2025-03-02,3,IE,quantile,0.2,9.954186300341972
2025-02-19,ILI incidence,2025-03-02,3,IE,quantile,0.25,10.003696320921806
2025-02-19,ILI incidence,2025-03-02,3,IE,quantile,0.3,10.048348529080036
2025-02-19,ILI incidence,2025-03-02,3,IE,quantile,0.35,10.089887185021908
2025-02-19,ILI incidence,2025-03-02,3,IE,quantile,0.4,10.129447705457274
2025-02-19,ILI incidence,2025-03-02,3,IE,quantile,0.45,10.167857281516108
2025-02-19,ILI incidence,2025-03-02,3,IE,quantile,0.5,10.20578730791678
2025-02-19,ILI incidence,2025-03-02,3,IE,quantile,0.55,10.243846158215042
2025-02-19,ILI incidence,2025-03-02,3,IE,quantile,0.6,10.282650542371142
2025-02-19,ILI incidence,2025-03-02,3,IE,quantile,0.65,10.322898699985352
2025-02-19,ILI incidence,2025-03-02,3,IE,quantile,0.7,10.365469586677188
2025-02-19,ILI incidence,2025-03-02,3,IE,quantile,0.75,10.411589844724968
2025-02-19,ILI incidence,2025-03-02,3,IE,quantile,0.8,10.463167208170331
2025-02-19,ILI incidence,2025-03-02,3,IE,quantile,0.85,10.523581224888478
2025-02-19,ILI incidence,2025-03-02,3,IE,quantile,0.9,10.600048401266351
2025-02-19,ILI incidence,2025-03-02,3,IE,quantile,0.95,10.71431863866728
2025-02-19,ILI incidence,2025-03-02,3,IE,quantile,0.975,10.814342217157824
2025-02-19,ILI incidence,2025-03-02,3,IE,quantile,0.99,10.93171555844368
2025-02-19,ILI incidence,2025-03-09,4,IE,quantile,0.01,10.635513100035235
2025-02-19,ILI incidence,2025-03-09,4,IE,quantile,0.025,10.76010455383313
2025-02-19,ILI incidence,2025-03-09,4,IE,quantile,0.05,10.868326665758232
2025-02-19,ILI incidence,2025-03-09,4,IE,quantile,0.1,10.994336433204854
2025-02-19,ILI incidence,2025-03-09,4,IE,quantile,0.15,11.080109602279663
2025-02-19,ILI incidence,2025-03-09,4,IE,quantile,0.2,11.148716651761656
2025-02-19,ILI incidence,2025-03-09,4,IE,quantile,0.25,11.207885838051496
2025-02-19,ILI incidence,2025-03-09,4,IE,quantile,0.3,11.261267153738643
2025-02-19,ILI incidence,2025-03-09,4,IE,quantile,0.35,11.310941241456407
2025-02-19,ILI incidence,2025-03-09,4,IE,quantile,0.4,11.358263162915298
2025-02-19,ILI incidence,2025-03-09,4,IE,quantile,0.45,11.404220794221482
2025-02-19,ILI incidence,2025-03-09,4,IE,quantile,0.5,11.449616644576661
2025-02-19,ILI incidence,2025-03-09,4,IE,quantile,0.55,11.495178630577412
2025-02-19,ILI incidence,2025-03-09,4,IE,quantile,0.6,11.541645420047649
2025-02-19,ILI incidence,2025-03-09,4,IE,quantile,0.65,11.589854143320098
2025-02-19,ILI incidence,2025-03-09,4,IE,quantile,0.7,11.640859435940154
2025-02-19,ILI incidence,2025-03-09,4,IE,quantile,0.75,11.696134011493893
2025-02-19,ILI incidence,2025-03-09,4,IE,quantile,0.8,11.75796934274906
2025-02-19,ILI incidence,2025-03-09,4,IE,quantile,0.85,11.830426188159018
2025-02-19,ILI incidence,2025-03-09,4,IE,quantile,0.9,11.922178351429363
2025-02-19,ILI incidence,2025-03-09,4,IE,quantile,0.95,12.059377194604558
2025-02-19,ILI incidence,2025-03-09,4,IE,quantile,0.975,12.179555835360432
2025-02-19,ILI incidence,2025-03-09,4,IE,quantile,0.99,12.320680683729442
2025-02-19,ILI incidence,2025-02-16,1,IS,quantile,0.01,11.501591899020005
2025-02-19,ILI incidence,2025-02-16,1,IS,quantile,0.025,11.679441052457092
2025-02-19,ILI incidence,2025-02-16,1,IS,quantile,0.05,11.834423564973337
2025-02-19,ILI incidence,2025-02-16,1,IS,quantile,0.1,12.015461040077032
2025-02-19,ILI incidence,2025-02-16,1,IS,quantile,0.15,12.139046662047784
2025-02-19,ILI incidence,2025-02-16,1,IS,quantile,0.2,12.238104996356283
2025-02-19,ILI incidence,2025-02-16,1,IS,quantile,0.25,12.323683204354033
2025-02-19,ILI incidence,2025-02-16,1,IS,quantile,0.3,12.40100645863413
2025-02-19,ILI incidence,2025-02-16,1,IS,quantile,0.35,12.473058495437703
2025-02-19,ILI incidence,2025-02-16,1,IS,quantile,0.4,12.541787008725601
2025-02-19,ILI incidence,2025-02-16,1,IS,quantile,0.45,12.60861631844165
2025-02-19,ILI incidence,2025-02-16,1,IS,quantile,0.5,12.67470806990968
2025-02-19,ILI incidence,2025-02-16,1,IS,quantile,0.55,12.741120803284314
2025-02-19,ILI incidence,2025-02-16,1,IS,quantile,0.6,12.808933833973443
2025-02-19,ILI incidence,2025-02-16,1,IS,quantile,0.65,12.879375708238392
2025-02-19,ILI incidence,2025-02-16,1,IS,quantile,0.7,12.953999751770308
2025-02-19,ILI incidence,2025-02-16,1,IS,quantile,0.75,13.034981013068833
2025-02-19,ILI incidence,2025-02-16,1,IS,quantile,0.8,13.125710654865108
2025-02-19,ILI incidence,2025-02-16,1,IS,quantile,0.85,13.232207678917586
2025-02-19,ILI incidence,2025-02-16,1,IS,quantile,0.9,13.367346667279197
2025-02-19,ILI incidence,2025-02-16,1,IS,quantile,0.95,13.570006969973447
2025-02-19,ILI incidence,2025-02-16,1,IS,quantile,0.975,13.748098123853458
2025-02-19,ILI incidence,2025-02-16,1,IS,quantile,0.99,13.957906345663996
2025-02-19,ILI incidence,2025-02-23,2,IS,quantile,0.01,11.60101037330107
2025-02-19,ILI incidence,2025-02-23,2,IS,quantile,0.025,11.781695461537797
2025-02-19,ILI incidence,2025-02-23,2,IS,quantile,0.05,11.939165566736639
2025-02-19,ILI incidence,2025-02-23,2,IS,quantile,0.1,12.12312778615562
2025-02-19,ILI incidence,2025-02-23,2,IS,quantile,0.15,12.248721580660556
2025-02-19,ILI incidence,2025-02-23,2,IS,quantile,0.2,12.349396258083132
2025-02-19,ILI incidence,2025-02-23,2,IS,quantile,0.25,12.43637563048484
2025-02-19,ILI incidence,2025-02-23,2,IS,quantile,0.3,12.5149686753851
2025-02-19,ILI incidence,2025-02-23,2,IS,quantile,0.35,12.588207154058695
2025-02-19,ILI incidence,2025-02-23,2,IS,quantile,0.4,12.658070256770003
2025-02-19,ILI incidence,2025-02-23,2,IS,quantile,0.45,12.726005480790985
2025-02-19,ILI incidence,2025-02-23,2,IS,quantile,0.5,12.79319352488097
2025-02-19,ILI incidence,2025-02-23,2,IS,quantile,0.55,12.860710450762163
2025-02-19,ILI incidence,2025-02-23,2,IS,quantile,0.6,12.929653606849365
2025-02-19,ILI incidence,2025-02-23,2,IS,quantile,0.65,13.001272239803278
2025-02-19,ILI incidence,2025-02-23,2,IS,quantile,0.7,13.077146028560604
2025-02-19,ILI incidence,2025-02-23,2,IS,quantile,0.75,13.159487115198582
2025-02-19,ILI incidence,2025-02-23,2,IS,quantile,0.8,13.251744718389011
2025-02-19,ILI incidence,2025-02-23,2,IS,quantile,0.85,13.360041190127621
2025-02-19,ILI incidence,2025-02-23,2,IS,quantile,0.9,13.497472760687952
2025-02-19,ILI incidence,2025-02-23,2,IS,quantile,0.95,13.703590168434753
2025-02-19,ILI incidence,2025-02-23,2,IS,quantile,0.975,13.88473795885046
2025-02-19,ILI incidence,2025-02-23,2,IS,quantile,0.99,14.098169272038954
2025-02-19,ILI incidence,2025-03-02,3,IS,quantile,0.01,10.715307928840184
2025-02-19,ILI incidence,2025-03-02,3,IS,quantile,0.025,10.884635789602164
2025-02-19,ILI incidence,2025-03-02,3,IS,quantile,0.05,11.032223382775838
2025-02-19,ILI incidence,2025-03-02,3,IS,quantile,0.1,11.204658540907914
2025-02-19,ILI incidence,2025-03-02,3,IS,quantile,0.15,11.322393672747483
2025-02-19,ILI incidence,2025-03-02,3,IS,quantile,0.2,11.416775328325464
2025-02-19,ILI incidence,2025-03-02,3,IS,quantile,0.25,11.4983223020238
2025-02-19,ILI incidence,2025-03-02,3,IS,quantile,0.3,11.572010330137466
2025-02-19,ILI incidence,2025-03-02,3,IS,quantile,0.35,11.640681033931742
2025-02-19,ILI incidence,2025-03-02,3,IS,quantile,0.4,11.706189616781666
2025-02-19,ILI incidence,2025-03-02,3,IS,quantile,0.45,11.769893034843326
2025-02-19,ILI incidence,2025-03-02,3,IS,quantile,0.5,11.832898277433717
2025-02-19,ILI incidence,2025-03-02,3,IS,quantile,0.55,11.896214380936025
2025-02-19,ILI incidence,2025-03-02,3,IS,quantile,0.6,11.960870502157176
2025-02-19,ILI incidence,2025-03-02,3,IS,quantile,0.65,12.028038422684444
2025-02-19,ILI incidence,2025-03-02,3,IS,quantile,0.7,12.099200038372906
2025-02-19,ILI incidence,2025-03-02,3,IS,quantile,0.75,12.176430741612002
2025-02-19,ILI incidence,2025-03-02,3,IS,quantile,0.8,12.262966740106958
2025-02-19,ILI incidence,2025-03-02,3,IS,quantile,0.85,12.364552583900885
2025-02-19,ILI incidence,2025-03-02,3,IS,quantile,0.9,12.493476908589559
2025-02-19,ILI incidence,2025-03-02,3,IS,quantile,0.95,12.686853456752296
2025-02-19,ILI incidence,2025-03-02,3,IS,quantile,0.975,12.85682162368343
2025-02-19,ILI incidence,2025-03-02,3,IS,quantile,0.99,13.057101972842887
2025-02-19,ILI incidence,2025-03-09,4,IS,quantile,0.01,11.915703222962454
2025-02-19,ILI incidence,2025-03-09,4,IS,quantile,0.025,12.112621491276636
2025-02-19,ILI incidence,2025-03-09,4,IS,quantile,0.05,12.284381829089789
2025-02-19,ILI incidence,2025-03-09,4,IS,quantile,0.1,12.485204660848014
2025-02-19,ILI incidence,2025-03-09,4,IS,quantile,0.15,12.622411209352506
2025-02-19,ILI incidence,2025-03-09,4,IS,quantile,0.2,12.73245359367165
2025-02-19,ILI incidence,2025-03-09,4,IS,quantile,0.25,12.827568330695327
2025-02-19,ILI incidence,2025-03-09,4,IS,quantile,0.3,12.91354562350746
2025-02-19,ILI incidence,2025-03-09,4,IS,quantile,0.35,12.993693536125871
2025-02-19,ILI incidence,2025-03-09,4,IS,quantile,0.4,13.070172927634687
2025-02-19,ILI incidence,2025-03-09,4,IS,quantile,0.45,13.144565432719345
2025-02-19,ILI incidence,2025-03-09,4,IS,quantile,0.5,13.218162488957294
2025-02-19,ILI incidence,2025-03-09,4,IS,quantile,0.55,13.292142485675999
2025-02-19,ILI incidence,2025-03-09,4,IS,quantile,0.6,13.367708599042526
2025-02-19,ILI incidence,2025-03-09,4,IS,quantile,0.65,13.446232085939972
2025-02-19,ILI incidence,2025-03-09,4,IS,quantile,0.7,13.529448498076713
2025-02-19,ILI incidence,2025-03-09,4,IS,quantile,0.75,13.619789953496959
2025-02-19,ILI incidence,2025-03-09,4,IS,quantile,0.8,13.721050625326871
2025-02-19,ILI incidence,2025-03-09,4,IS,quantile,0.85,13.839967862928802
2025-02-19,ILI incidence,2025-03-09,4,IS,quantile,0.9,13.99095858361854
2025-02-19,ILI incidence,2025-03-09,4,IS,quantile,0.95,14.21758009994233
2025-02-19,ILI incidence,2025-03-09,4,IS,quantile,0.975,14.416912986993456
2025-02-19,ILI incidence,2025-03-09,4,IS,quantile,0.99,14.651965756149052
2025-02-19,ILI incidence,2025-02-16,1,LT,quantile,0.01,181.5046956138958
2025-02-19,ILI incidence,2025-02-16,1,LT,quantile,0.025,184.50657034551762
2025-02-19,ILI incidence,2025-02-16,1,LT,quantile,0.05,187.12781225110547
2025-02-19,ILI incidence,2025-02-16,1,LT,quantile,0.1,190.19593790066295
2025-02-19,ILI incidence,2025-02-16,1,LT,quantile,0.15,192.2942067449104
2025-02-19,ILI incidence,2025-02-16,1,LT,quantile,0.2,193.97825539597747
2025-02-19,ILI incidence,2025-02-16,1,LT,quantile,0.25,195.43470741792487
2025-02-19,ILI incidence,2025-02-16,1,LT,quantile,0.3,196.75191594088852
2025-02-19,ILI incidence,2025-02-16,1,LT,quantile,0.35,197.98038923331222
2025-02-19,ILI incidence,2025-02-16,1,LT,quantile,0.4,199.15314605688886
2025-02-19,ILI incidence,2025-02-16,1,LT,quantile,0.45,200.2943802736801
2025-02-19,ILI incidence,2025-02-16,1,LT,quantile,0.5,201.42387362351167
2025-02-19,ILI incidence,2025-02-16,1,LT,quantile,0.55,202.55970473213
2025-02-19,ILI incidence,2025-02-16,1,LT,quantile,0.6,203.72036248234195
2025-02-19,ILI incidence,2025-02-16,1,LT,quantile,0.65,204.92694973926373
2025-02-19,ILI incidence,2025-02-16,1,LT,quantile,0.7,206.20620792870437
2025-02-19,ILI incidence,2025-02-16,1,LT,quantile,0.75,207.5956456033511
2025-02-19,ILI incidence,2025-02-16,1,LT,quantile,0.8,209.15381704760483
2025-02-19,ILI incidence,2025-02-16,1,LT,quantile,0.85,210.98475268750562
2025-02-19,ILI incidence,2025-02-16,1,LT,quantile,0.9,213.31116718617977
2025-02-19,ILI incidence,2025-02-16,1,LT,quantile,0.95,216.80631009547415
2025-02-19,ILI incidence,2025-02-16,1,LT,quantile,0.975,219.88395325528427
2025-02-19,ILI incidence,2025-02-16,1,LT,quantile,0.99,223.51709790215162
2025-02-19,ILI incidence,2025-02-23,2,LT,quantile,0.01,110.99564146176485
2025-02-19,ILI incidence,2025-02-23,2,LT,quantile,0.025,112.85417178660846
2025-02-19,ILI incidence,2025-02-23,2,LT,quantile,0.05,114.47726088835336
2025-02-19,ILI incidence,2025-02-23,2,LT,quantile,0.1,116.37731667985865
2025-02-19,ILI incidence,2025-02-23,2,LT,quantile,0.15,117.67690635798084
2025-02-19,ILI incidence,2025-02-23,2,LT,quantile,0.2,118.72003364940706
2025-02-19,ILI incidence,2025-02-23,2,LT,quantile,0.25,119.62224805707707
2025-02-19,ILI incidence,2025-02-23,2,LT,quantile,0.3,120.43825751525964
2025-02-19,ILI incidence,2025-02-23,2,LT,quantile,0.35,121.19933884920347
2025-02-19,ILI incidence,2025-02-23,2,LT,quantile,0.4,121.92594064180464
2025-02-19,ILI incidence,2025-02-23,2,LT,quantile,0.45,122.63304815734284
2025-02-19,ILI incidence,2025-02-23,2,LT,quantile,0.5,123.3329159062392
2025-02-19,ILI incidence,2025-02-23,2,LT,quantile,0.55,124.03674549926417
2025-02-19,ILI incidence,2025-02-23,2,LT,quantile,0.6,124.75599500835354
2025-02-19,ILI incidence,2025-02-23,2,LT,quantile,0.65,125.50374481014396
2025-02-19,ILI incidence,2025-02-23,2,LT,quantile,0.7,126.29657271149043
2025-02-19,ILI incidence,2025-02-23,2,LT,quantile,0.75,127.15773397319771
2025-02-19,ILI incidence,2025-02-23,2,LT,quantile,0.8,128.1235351889204
2025-02-19,ILI incidence,2025-02-23,2,LT,quantile,0.85,129.2584845877083
2025-02-19,ILI incidence,2025-02-23,2,LT,quantile,0.9,130.70069324306317
2025-02-19,ILI incidence,2025-02-23,2,LT,quantile,0.95,132.8676883987907
2025-02-19,ILI incidence,2025-02-23,2,LT,quantile,0.975,134.77608738590112
2025-02-19,ILI incidence,2025-02-23,2,LT,quantile,0.99,137.02924628120923
2025-02-19,ILI incidence,2025-03-02,3,LT,quantile,0.01,65.9734911790014
2025-02-19,ILI incidence,2025-03-02,3,LT,quantile,0.025,67.0937879567018
2025-02-19,ILI incidence,2025-03-02,3,LT,quantile,0.05,68.07228278774687
2025-02-19,ILI incidence,2025-03-02,3,LT,quantile,0.1,69.21788822780131
2025-02-19,ILI incidence,2025-03-02,3,LT,quantile,0.15,70.00153802864259
